,Path,Automation Name,Activities,Status,Next Run,Last Run Status,Last Run,Last Modified
0,Data factory Utitly Automations,520000018-PSExtended-24,,Scheduled,2024-02-23 00:15:00,Complete,2024-02-22 00:15:00,2024-02-22 00:15:00
1,,ACL Contacts Validity Cleanse,Import ACL Contact Validation,Inactive File Drop,--,Complete,2024-01-16 16:58:00,2024-01-16 16:58:00
2,Journeys/ACL,ACL Newsletter,"ACL Subscriber Share
ACL Show Recommendation Newsletter
ACL Already Bought
ACL Newsletter Show Recommendation 1
ACL Newsletter Show Recommendation 2
ACL Newsletter Show Recommendation 3
ACL Newsletter Show High Level Recommendation 1
ACL Newsletter Show High Level Recommendation 2
ACL Newsletter Show High Level Recommendation 3
ACL Newsletter Show High Level Recommendation 2.2
ACL Newsletter Show High Level Recommendation 3.2
ACL Newsletter Show High Level Recommendation 2.3
ACL Newsletter Show High Level Recommendation 3.3
ACL Newsletter Show High Level Recommendation 2.4
ACL Newsletter Show High Level Recommendation 3.4
No Genre ACL
ACL Newsletter show recommendation Fallback 1
ACL Newsletter Show Fallback Recommendation 2
ACL Newsletter Show Fallback Recommendation 3",Ready,--,Complete,2023-08-24 07:22:00,2023-08-25 01:58:00
3,Journeys/ACL,ACL Post Purchase Journey,"ACL Post Purchase
ACL_PostPurchase_Recommendation 1
ACL_PostPurchase_Recommendation 2
ACL_PostPurchase_Recommendation 3
ACL_PostPurchase_ShowRecommendation HighLevel_1
ACL_PostPurchase_ShowRecommendation HighLevel_2
ACL_PostPurchase_ShowRecommendation HighLevel_3
ACL_Postpurchase_ShowRecommendation_Fallback_1
ACL_Postpurchase_ShowRecommendation_Fallback_2
ACL_Postpurchase_ShowRecommendation_Fallback_3
ACL Post Purchase Audit",Scheduled,2024-02-23 08:30:00,Complete,2024-02-22 08:37:00,2024-02-22 08:37:00
4,,ACL Post Visit Journey,"ACL Post Arrival
ACL Show Recommendation 1 - Post Arrival
ACL Show Recommendation 2 - Post Arrival
ACL Show Recommendation 3 - Post Arrival
ACL Show Recommendation High Level 1 - Post Arrival
ACL Show recommendation High Level 2 - Post Arrival
ACL Show recommendation High Level 3 - Post Arrival
ACL Show recommendation Fallback 1 - Post Arrival
ACL show recommendation Fallback 2 -Post Arrival
ACL Post Visit Audit",Scheduled,2024-02-23 06:00:00,Complete,2024-02-22 06:14:00,2024-02-22 06:14:00
5,Journeys/ACL,ACL Pre Arrival - 7 days,"Pre Arrival 7 days Prior
ACL Show Recommendation 1 - 7days Prior
ACL Show recommendation 2 - 7 days Prior
ACL Show Recommendation 3 - 7 days Prior
ACL Show Recommendation High Level 1 - 7 days Prior
ACL Show Recommendation High Level 2 - 7 days Prior
ACL show recommendation High level 3 - 7 days Prior
ACL show recommendation Fallback 1 - 7 days Prior
ACL show recommendation Fallback 2 - 7days Prior
ACL show recommendation Fallback 3 - 7 days Prior
Pre Arrival 7 day Prior Audit",Ready,--,,--,2023-07-27 13:34:00
6,Journeys/ACL,ACL Pre Arrival Journey,"ACL_PreArrival_DONOTOVERWRITE
Pre Arrival Journey
ACL Show Recommendation 1
ACL Show recommendation 2
ACL Show Recommendation 3
ACL Show Recommendation High Level 1
ACL Show Recommendation High Level 2
ACL Show Recommendation High Level 3
ACL show recommendation Fallback 1
ACL show recommendation Fallback 2
ACL show recommendation Fallback 3
ACL Arrival Audit",Scheduled,2024-02-23 05:30:00,Complete,2024-02-22 05:37:00,2024-02-22 05:37:00
7,Journeys/ACL,ACL Upsell and Sold Out,"ACL_Upsell
ACL_Event_SoldOut",Scheduled,2024-02-23 00:00:00,Complete,2024-02-22 00:03:00,2024-02-22 00:03:00
8,ACL_PSL,ACL_PSL_Status_Sync_All_Subscribers,"ACL_PSL_Status_Sync_All_Subscribers
ACL_PSL_Status_Sync_All_Subscribers (Extract)
Updated White Glove List Shared to AllContacts_Step1",Ready,--,Complete,2024-02-28 02:20:00,2024-02-21 09:20:00
9,Journeys/ACL,ACL_Recommendations,"Get_ACL_Subscribers_Step1
ACL_Already_Bought_Reco_Step2
ACL_SubGenre_Rec1
ACL_SubGenre_Rec2
ACL_SubGenre_Rec3
ACL_Genre_Rec1
ACL_Genre_Rec2
ACL_Genre_Rec3
ACL_Genre_Rec2.2
ACL_Genre_Rec3.2
ACL_Genre_Rec2.3
ACL_Genre_Rec3.3
ACL_Genre_Rec2.4
ACL_Genre_Rec3.4
ACL_Expressed_Genre_Rec1
ACL_Expressed_Genre_Rec2
ACL_Expressed_Genre_Rec3
ACL Recommendation No Match
ACL Recommendation Fall Back 1
ACL Recommendation Fall Back 2
ACL Recommendation Fall Back 3",Ready,--,Complete,2023-02-07 17:21:00,2023-02-07 17:40:00
10,Marketing/Visitation,ACL_Visitation,"AV_ACL_Visits
TM_ACL_Visits
Add_TM_Visits
Add_AV_Visits
ACL_Most_Recent_Visit_All_Contacts
TM_ACL_Next_Visits
AV_Ryman_Next_Visit
Next_ACL_Visit_All_Contacts",Running,2024-02-22 12:00:00,,--,2024-02-22 11:01:00
11,Ad Studio,Ad Studio,"Opry Show Next 14-30 Days
Opry Show Future No PLP
Opry Show No Purchase last 90 Days
AV_Purchasers_All_Time
Opry_Show_Email_Engagers_No_6MO_Purch
Opry Visitation
AV_GOOS_Purchasers_All_Time
Opry Country Classics
Opry Show in Next 6 Months
AV_OHBS_Purchasers_All_Time
Opry Tour Email Engagers No Purchase 6MO
AV_RYMM_Purchasers_All_Time
AV_RYBS_Purchasers_All_Time
Country Duos Tour Purchasers
TM_Purchasers_All_Time
Bluegrass Nights Prior Purchasers
SFMC_Opry_Preference_Active
SFMC_WSM_Preference_Active
SFMC_ORG_Preference_Active
SFMC_ORT_Preference_Active
SFMC_ORN_Preference_Active
SFMC_ORO_Preference_Active
SFMC_Ryman_Preference_Active_All
SFMC_Ole_Red_All_Preference_Active
Ryman Visitation
Ole red Menu Engagers No Visit
ORO Visitation
ORT Visitation
ORG Visitation
ORN Visitation
Any Ole Red Visitation",Scheduled,2024-02-23 10:00:00,Complete,2024-02-22 10:12:00,2024-02-22 10:12:00
12,Marketing,Add Manual Forms and Sweeps to Customer Master and Datorama,"Add to Forms and Sweeps Manual Upload
Standard Input Layout Forms and Sweeps Add to Customer Master",Ready,--,Complete,2024-02-09 14:14:00,2024-02-09 14:14:00
13,Marketing,Add Manual Optins and Opt Outs to All Contacts,Manual_OEG_All_Contacts_Update,Ready,--,Complete,2023-08-03 07:26:00,2023-08-03 07:26:00
14,Genre,All Expressed Genre,All Expressed Genre,Scheduled,2024-02-26 00:30:00,Complete,2024-02-19 00:30:00,2024-02-19 00:30:00
15,Marketing/Backups,All Subscribers Parent Hourly Backup,"All Subscribers Parent Backup
All Subs Parent (Extract)
All Subs Parent (Transfer)",Scheduled,2024-02-22 12:00:00,Complete,2024-02-22 11:06:00,2024-02-22 11:06:00
16,Marketing/Backups,AllContacts_Step1_Backup,"AllContacts_Step1_Backup(Extract)
AllContacts_Step1_Backup(Transfer)",Scheduled,2024-02-22 11:30:00,Complete,2024-02-22 10:39:00,2024-02-22 10:39:00
17,OESP,April OESP,"Nashville_Opry_April_LY
Nashville_ACLRyman_April_LY
TNRegion_ACLRyman_April_LY
TNRegion_Opry_April_LY
National_Opry_April_LY
National_ACLRyman_April_LY",Paused Schedule,--,,--,2024-01-16 14:55:00
18,One Time Requests,Artist Genre combining,"artist genre
Geo Artist Genre",Ready,--,Complete,2023-07-13 06:41:00,2023-07-13 06:41:00
19,,Artist_Picklist,Artist_Picklist,Scheduled,2024-02-23 01:00:00,Complete,2024-02-22 01:00:00,2024-02-22 01:00:00
20,Marketing/Aspire_North,Aspire_North_Location,"AN_Nashville_Austin_Purchase
AN_Austin_Nashville_Purchase",Scheduled,2024-03-01 02:00:00,Complete,2024-02-01 02:27:00,2024-02-01 02:27:00
21,Marketing/Aspire_North,Aspire_North_Purchasers,"AN_Opry_Show_Purchasers
AN_Opry_Tour_Purchasers
AN_Ryman_Guided_Tour_Purchasers
AN_Ryman_Self_Guided_Tour_Purchasers",Scheduled,2024-03-01 01:00:00,Complete,2024-02-01 01:13:00,2024-02-01 01:13:00
22,Marketing/Aspire_North,Aspire_North_Subscribers,"AN_Opry_Email_Subscribers
AN_Ryman_Email_Subscribers
AN_OleRed_Email_Subscribers
AN_ACL_Email_Subscribers
AN_WSM_Email_Subscribers",Paused Schedule,--,,--,2023-01-25 12:16:00
23,AudienceView,AudienceView Admission Detail Clean,"AudienceView Admission Detail Clean (Import)
AudienceView Admission Detail Clean
AudienceView Admission Detail Clean (Extract)
AudienceView Admission Detail Clean (Transfer)
AudienceView Admission Detail (Import)
AudienceView Admission Detail",Active File Drop,--,,--,2021-10-01 03:57:00
24,AudienceView,AudienceView Canceled Orders Clean,"AudienceView Cancelled Order Clean (Import)
AudienceView Cancelled Orders Clean
AudienceView Cancelled Order Clean (Extract)
AudienceView Cancelled Order (Import)
AudienceView Cancelled Orders",Active File Drop,--,,--,2021-10-01 03:37:00
25,AudienceView,AudienceView Customer Type Clean,"AudienceView Customer Type Clean (Import)
AudienceView Customer Type Clean
AudienceView Customer Type Clean (Extract)
AudienceView Customer Type Clean (Transfer)
AudienceView Customer Type (Import)
AudienceView_Customer_Type_Staging_TO_ALL",Active File Drop,--,,--,2021-10-01 03:09:00
26,AudienceView,AudienceView Events Clean,"AudienceView Events Clean (Import)
AudienceView Events Clean
AudienceView Events Clean (Extract)
AudienceView Events Clean (Transfer)
AudienceView Events Clean (Import)
AudienceView_Events_Staging_TO_ALL",Active File Drop,--,,--,2021-10-01 03:13:00
27,AudienceView,AudienceView Misc Item Charges Clean,"AudienceView Misc Item Charges Clean (Import)
AudienceView Misc Item Charges Clean Clean
AudienceView Misc Item Charges Clean Clean (Extract)
AudienceView Misc Item Charges Clean Clean (Transfer)
AudienceView Misc Item Charges (Import)
AudienceView_Misc_Item_Charges_TO_ALL",Active File Drop,--,,--,2021-10-01 03:17:00
28,Legacy Systems,AudienceView Misc Items Sales Clean,"AudienceView Misc Item Sales Clean (Import)
AudienceView Misc Item Sales Clean Clean
AudienceView Misc Item Sales Clean Clean (Extract)
AudienceView Misc Item Sales Clean Clean (Transfer)
AudienceView Misc Item Sales (Import)
AudienceView_Misc_Item_Sales_TO_ALL",Inactive File Drop,--,,--,2021-03-15 03:22:00
29,AudienceView,AudienceView Order Adminssions Clean,"AudienceView Order Adminssions Clean (Import)
AudienceView Order Adminssions Clean 
AudienceView Order Adminssions Clean (Extract)
AudienceView Order Adminssions Clean (Transfer)
AudienceView Order Adminssions (Import)
AudienceView_Order_Admission_TO_ALL
AudienceView_Order_Admission_All_Orders",Active File Drop,--,,--,2021-10-01 03:34:00
30,Legacy Systems,AudienceView Order Admission Charges Clean,"AudienceView Order Admission Charges Clean (Import)
AudienceView Order Admission Charges Clean
AudienceView Order Admission Charges Clean (Extract)
AudienceView Order Admission Charges Clean (Transfer)
AudienceView Order Admission Charges (Import)
AudienceView_Order_Admission_Charges_TO_ALL",Inactive File Drop,--,,--,2021-03-08 04:27:00
31,AudienceView,AudienceView Order Charges Clean,"AudienceView Order Charges Clean (Import)
AudienceView Order Charges Clean
AudienceView Order Charges Clean (Extract)
AudienceView Order Charges Clean (Transfer)
AudienceView Order Charges (Import)
AudienceView_Order_Charges_TO_ALL",Active File Drop,--,,--,2021-10-01 03:37:00
32,AudienceView,AudienceView Order Contact Total,"AudienceView Order Contact Total - Ongoing
AudienceView Order Type Total - Ongoing",Ready,--,,--,2022-12-15 14:26:00
33,AudienceView,AudienceView Order Contacts Clean,"AudienceView Order Contacts Clean (Import)
AudienceView Order Contacts Clean
AudienceView Order Contacts Clean (Extract)
AudienceView Order Contacts Clean (Transfer)
AudienceView Order Contacts (Import)
AudienceView_Order_Contact_Staging_TO_ALL",Active File Drop,--,,--,2021-10-01 03:42:00
34,AudienceView,AudienceView Update Customer Master,"AudienceView_Order_Contact Insert Customer Master
AudienceView_Order_Contact Update Customer Master
AudienceView_Customer_Type Update Customer Master",Ready,--,,--,2022-12-15 14:26:00
35,OESP,August OESP,"Nashville_Opry_August_LY
ACLRyman_August_LY
TNRegion_ACLRyman_August_LY
TNRegion_Opry_August_LY
National_Opry_August_LY
National_ACLRyman_August_LY",Paused Schedule,--,,--,2023-04-25 13:50:00
36,Marketing/Backups,AV Backup,"AV_Detail_Backup
AV Contact Backup Daily",Scheduled,2024-02-23 07:30:00,Complete,2024-02-22 07:43:00,2024-02-22 07:43:00
37,Legacy Systems,AV Historical Customer,"AV_Historical_Order_Contact
AV_Historical_Order_Contact_Update
AV_Historical_Customer_Type_Update
AV Historical Load to CM",Ready,--,,--,2020-10-09 12:14:00
38,AXS,AXS Artist,"AXS Artist Import (Import)
AXS Historical Artist",Active File Drop,--,Complete,2024-02-22 04:57:00,2024-02-22 04:57:00
39,AXS,AXS Customer Transaction - V2,"AXS Customer File Import (Import)
AXS Historical Customer Transactions
NewContactsToAppend
AXS_Order_Contact_Append_Customer_Master
AXS_Order_Contact_Update_Customer_Master
AXS Pre Admission Detail
AXS Admission Detail
AXS Admission Detail Set Status
AXS Order Contact Total - Ongoing - Insert
AXS Order Contact Total - Ongoing - Update
AudienceView Customer Type - Ongoing
Two Show Nights
Add Early Show to Tickets
Order_Event_Prefix
Datorama - Non DG-OG
Datorama - AudienceView DG-OG
Datorama - AudienceView Automatic (Extract)
Datorama - AudienceView Automatic (Transfer)
Run Purchaser Consolidation Automation (Script)",Active File Drop,--,Complete,2024-02-22 07:06:00,2024-02-22 07:06:00
40,Marketing/Backups,Backup of Customer Master Daily,"Create Master Customer Backup - Full Overwrite - Daily
OEG_Customer_Master_Backup (Extract)
OEG_Customer_Master_Backup (Transfer)",Scheduled,2024-02-23 04:00:00,Complete,2024-02-22 04:07:00,2024-02-22 04:07:00
41,Marketing/Backups,Backup of Customer Master Hourly,Create Master Customer Backup - Full Overwrite - Hourly,Paused Schedule,--,Complete,2023-01-23 18:06:00,2023-01-23 18:50:00
42,Marketing/Backups,Backup of Customer Master Monthly,Create Master Customer Backup - Full Overwrite - Monthly,Scheduled,2024-03-01 00:02:00,Complete,2024-02-01 00:07:00,2024-02-01 00:07:00
43,Marketing/Backups,Backup of Customer Master Weekly,Create Master Customer Backup - Full Overwrite - Weekly,Scheduled,2024-02-25 22:00:00,Complete,2024-02-18 22:02:00,2024-02-18 22:02:00
44,Marketing/Backups,Backup of Forms and Sweeps,"Forms_And_Sweeps_Backup
Manual_Forms_and_Sweeps_Backup
Backup_Contact_Us",Scheduled,2024-02-23 00:00:00,Complete,2024-02-22 00:07:00,2024-02-22 00:07:00
45,Marketing/Backups,Backup of Forms and Sweeps Weekly,"Backup Forms Weekly
Manual_Forms_and_Sweeps_Backup_Weekly
Backup_Contact_Us_Weekly",Scheduled,--,Complete,2024-02-01 09:59:00,2024-02-01 09:59:00
46,Marketing/Backups,Backup of Rex Direct,Backup Rex Direct,Scheduled,2024-02-23 00:00:00,Complete,2024-02-22 00:01:00,2024-02-22 00:01:00
47,MC_Activity,Bad Domains,Bounces_Bad_Domain,Scheduled,2024-02-28 03:00:00,Complete,2024-02-21 03:00:00,2024-02-21 03:00:00
48,,BlueCore,"BlueCore Optin OptOut
BlueCore Data Extract (Extract)
BlueCore OptIn Out File Transfer (Tranfer)",Ready,--,,--,2020-12-31 08:28:00
49,Brokers,Brokers Email Domain,"Broker Designation
Broker Designation 2
Broker Designation 3
Broker Designation 4
Broker Designation 5
Broker Designation 6",Scheduled,--,Complete,2024-02-16 17:26:00,2024-02-16 17:26:00
50,One Time Requests,Category 10 Newsletter Subscribers,Category_10_Subs_Pull,Paused Schedule,--,Complete,2024-02-02 11:49:00,2024-02-02 12:49:00
51,Journeys/Category 10,Category 10 Welcome Journey,"Category 10 Welcome Journey - Sync to Master
Category 10 Welcome Journey Expired
Category 10 Welcome Journey Remove Users (Script)
Category 10 Welcome Journey - Forms
Category 10 Welcome Journey - WiFi
Category 10 Welcome Journey - Manual Uploads and Uncategorized
Category 10 Photobooth Welcome
Category 10 Welcome Journey - Retail POS
Category 10 Welcome Journey - Shows",Running,2024-02-22 12:00:00,,--,2024-02-22 11:01:00
52,Marketing,Celebration Package Journey,"delete all celebration
Celebration_Package_Journey
Celebrate_Future
celebrate.csv (Extract)
celebrate.csv (Transfer)",Scheduled,2024-02-23 09:30:00,Complete,2024-02-22 09:34:00,2024-02-22 09:34:00
53,Journeys/Ryman,Clear Ryman Arrival DEs,"Clear Ryman Arrival Journey DE 1 Day
Clear Ryman Arrival Journey DE 7 Day",Scheduled,2024-02-22 23:30:00,Complete,2024-02-21 23:31:00,2024-02-21 23:31:00
54,Domain Generation/Artist,Combine Artist Info,combine_artist_info,Scheduled,,,,
55,Domain Generation/Lead Gen,Consolidate Lead Gen DE's,"combine_info_walled_data
combine_lead_gen_data",Scheduled,2024-02-25 04:00:00,Complete,2024-02-21 10:56:00,2024-02-21 11:00:00
56,Marketing,Contact and Forms Existing Customer Fix,"Contact Existing Customer Fix
Forms Existing Customer Fix",Scheduled,2024-02-23 07:30:00,Complete,2024-02-22 07:31:00,2024-02-22 07:31:00
57,Contact Form Notifications,Contact_Us_Opry,"Contact_Us_Opry
PARENT_Contact_Us_Opry_Notification_Email
Contact_Us_Opry (Script)",Scheduled,2024-02-22 11:30:00,Complete,2024-02-22 10:35:00,2024-02-22 10:35:00
58,Contact Form Notifications,Contact_Us_Ryman,"Contact_Us_Ryman
PARENT_Contact_Us_Ryman_Notification_Email
Contact_Us_Ryman (Script)",Scheduled,,,,
59,PowerBI Reporting,copy ecommerce_purchasers,"ecommerce_purchasers_pbi
ecommerce_purchasers_pbi (Extract)
ecommerce_purchasers_pbi (Transfer)",Ready,--,Complete,2024-01-18 09:20:00,2024-01-18 09:20:00
60,One Time Requests,Create Acxiom DE,Create Acxiom Data Extension (Script),Ready,--,,--,2020-10-02 21:51:00
61,Datorama,Cross Sell Analysis - AXS,"Opry Show Upsell - Step 1
Opry Tour Cross - Step 2
Opry show upsell and Tour Cross - Step 3
Distinct Cross Tours - Step 4
Add Non-Cross Tours - Step 5
Opry Show and Tour Reset - Step 5.5
Ryman Tour Cross - Step 6
Opry Show Upsell and Tour and Ryman Tour - Step 7
Ryman Cross Distinct - Step 8
Add Non-Cross Ryman- Step 9
Opry Show and Tour and Ryman Tour Reset - Step 9.5
Ryman Show Add - Step 10
Opry Show and Tour and Ryman Show and Tour - Step 11
Ryman Show Cross Distinct - Step 12
Add Non-Cross Ryman Show - Step 13
Opry and Ryman Reset - Step 13.5
OR Visit Add - Step 14
Opry Ryman and OR - Step 15
OR Distinct Visit - Step 16
Add Non-Cross OR- Step 17
Final Reset - Step 18
add retail cross - step 19
OR Ryman Opry Retail - step 20
distinct retail - step 21
Add Non-Cross retail- Step 22
Complete Reset - Step 24
crosssell to dato
Cross Sell to Dato (Extract)
Cross Sell to Dato (Tranfer)",Scheduled,--,Complete,2024-02-22 01:23:00,2024-02-22 10:00:00
62,Marketing,Customer Spend,"Lifetime Retail Spend
Parking_Purchasers_2016_To_Date
OHBS_Purchasers_2016_To_Date
POST_Purchasers_2016_To_Date
BTC_Purchasers_2016_To_Date
VIP Purchases 2016 To Date
Opry_Show_Purchasers_2016_To_Date
RPST Purchasers_2016_to_date
RYMM Purchasers 2016_to_date
RYBS Purchaser 2016_To_Date
RYCT Purchasers 2016 to Date
Lifetime Event Spend
Total_Spend
Total Spend to Master
All Ryman Tour Purchasers
All Opry Ticket Purchasers
All ACL Tour Purchasers
All Ole Red Visitors
All Ole Red Visitors
All Ryman Tour Purchasers - Save to DE
All Ryman Show Purchasers - Save to DE
All ACL Tour Purchasers - Save to DE
All Ryman Show Purchasers
All ACL Show Purchasers
All Ryman Retail Purchasers
All Opry Retail Purchasers
All Ryman Purchasers
All Opry Purchasers
All ACL Purchasers
All Ole Red Visitors Final
crossover to dato
Purchase Cross to Dato (Extract)
ryman_datorama_ryman_crossover.csv (Transfer)
Opry_Product_Breakout
Ryman_Product_breakout_to_dato
or_visitor_breakout_to_dato
Product_Breakout_to_Dato (Extract)
product_breakouts_to_dato (Transfer)",Scheduled,2024-02-23 04:30:00,Complete,2024-02-22 04:52:00,2024-02-22 04:52:00
63,Marketing,Database Cleanup,"	USA Country Code Cleanse
	Country Cleanse
	Country_Lookup
State_Lookup
City_Lookup
Source Cleanup
Ole Red Preference Catch Up
Preference Catch Up
Set Global OR Preference Flag
Modified Date Catch Up
Created Date Catch Up
UpperLower Case Name Fix
Remove Preferences for Opt-Outs
Fix Null Preferences
Fix Missing Unsub Dates
Pop Up Form Name Fix",Scheduled,2024-02-23 05:30:00,Complete,2024-02-22 05:42:00,2024-02-22 05:42:00
64,Datorama,Datorama - AudienceView,"Datorama - Non DG-OG
Datorama - AudienceView DG-OG
Datorama - AudienceView (Extract)
Datorama - AudienceView (Transfer)
Forwards and Resale
Datorama - Forwards and Resale (Extract)
Datorama - Forwards and Resale (Transfer)",Running,2024-02-22 12:00:00,,--,2024-02-22 11:01:00
65,Datorama,Datorama - Email Activity,"Datorama - Email Activity (Extract)
Datorama - Email Activity (Transfer)",Scheduled,2024-02-23 03:00:00,Complete,2024-02-22 03:01:00,2024-02-22 03:01:00
66,Datorama,Datorama - Forms and Sweepstakes,"Forms and Sweeps Combined
Forms and Sweeps Combined Second Step
Forms and Sweeps Reporting Share Unique Entries
Forms and Sweeps Reporting Share All Entries
Forms and Sweeps Reporting Share
Forms_And_Sweeps_Reporting (Extract)
Forms_And_Sweeps_Reporting (Transfer)",Running,2024-02-22 12:00:00,,--,2024-02-22 11:00:00
67,Datorama,Datorama - Subscriber Reporting,"Datorama Reporting
OEG Consolidated Reporting (Extract)
OEG Consolidated Reporting (Transfer)
Datorama - Retail Rep
Datorama - Retail Rep (Extract)
Datorama - Retail Rep (Transfer)
Datorama - Subscriber Reporting - Preference and Status
Datorama - Subscriber Reporting - Preference by Location
Datorama - Subscriber Reporting - Unsubscribed
Datorama - Subscriber Reporting - Last Visit
Datorama - Subscriber Reporting - Preference and Status (Extract)
Datorama - Subscriber Reporting - Preference and Status (Transfer)
Datorama - Subscriber Reporting - Preference by Location (Extract)
Datorama - Subscriber Reporting - Preference by Location (Transfer)
Datorama - Subscriber Reporting - Unsubscribed (Extract)
Datorama - Subscriber Reporting - Unsubscribed (Transfer)
Datorama - Subscriber Reporting - Last Visit (Extract)
Datorama - Subscriber Reporting - Last Visit (Transfer)",Scheduled,2024-02-23 04:00:00,Complete,2024-02-22 04:25:00,2024-02-22 04:25:00
68,OESP,December OESP,"Nashville_ACLRyman_December_LY
Nashville_Opry_December_LY
TNRegion_ACLRyman_December_LY
ACLRyman_December_LY
TNRegion_Opry_December_LY
National_Opry_December_LY",Paused Schedule,--,,--,2023-04-25 13:57:00
69,Delete From All Contacts,Delete Testers,"Delete Testers From Forms and Sweeps (Script)
Delete Testers From All Contacts (Script)
Delete Testers From Contact Us (Script)
Delete Testers from OR Welcome (Script)
Delete from Ryman Welcome (Script)
Delete from Opry Welcome (Script)
Delete from Opry Purchase (Script)
Delete from RPJ (Script)
Find Users to Delete",Scheduled,2024-02-22 23:00:00,Complete,2024-02-21 23:05:00,2024-02-21 23:05:00
70,Journeys,Ecomm Buyer Journey,"Ecomm Purchase Journey Remove (Script)
ecomm_buyer_journey
ecomm_buyer_journey_exclusion",Scheduled,,,,
71,PowerBI Reporting,ecommerce_purchasers,"ecommerce_purchasers_pbi
ecommerce_purchasers_pbi (Extract)
ecommerce_purchasers_pbi (Transfer)",Paused Schedule,--,Complete,2024-01-17 17:36:00,2024-01-18 09:08:00
72,PowerBI Reporting,Email Clicks Export for PBI,"Email Clicks (Extract)
Email Clicks (Transfer)",Scheduled,2024-02-23 00:00:00,Complete,2024-02-22 00:02:00,2024-02-22 00:02:00
73,Exclusions,Email Sends to Monthly,create_email_freq_monthly_de,Scheduled,,,,
74,,February OESP,"Nashville_Opry_February_LY
Nashville_ACLRyman_February_LY
TNRegion_ACLRyman_February_LY
TNRegion_Opry_February_LY
National_Opry_February_LY
National_ACLRyman_February_LY",Paused Schedule,--,,--,2023-04-25 13:40:00
75,One Time Requests,Fix First OEG Source Typos,Fix_First_Source_Typos_AllContacts,Ready,--,Complete,2024-01-29 11:36:00,2024-01-29 11:36:00
76,One Time Requests,Generate Email List for Alert Date,interested_email_list_for_ticket_alerts,Ready,--,Complete,2024-02-01 15:48:00,2024-02-01 15:48:00
77,Marketing/Recommendations,Genre_Affinity_All_Purchasers,"Order_All_Purchases_Fror_Recommendations
Latest_Purchase
Purchase_Event_Genre
Group_Events_Genre_Contact
Count_Events
Tag_Multishow
List_Genres
Genre_Affinity_All_Purchasers
Purchase_Event_SubGenre
Group_Events_SubGenre_Contact
Count_Events_SubGenre
Tag_Multishow_SubGenre
List_SubGenres
SubGenre_Affinity_All_Purchasers
Purchaser_Genre_Affinity_Reorder
add_expressed_genre_step_1
add_expressed_genre",Scheduled,2024-02-23 04:30:00,Complete,2024-02-22 04:53:00,2024-02-22 04:53:00
78,Marketing,Get Details of 3TEN and ACL Customers without Brokers,3Ten_ACL_Customer_Details_Fetch_No_Brokers_Update,Paused Schedule,--,Complete,2023-11-02 13:56:00,2023-11-06 16:41:00
79,Marketing,Identify Country Duos,Country Duo Order Numbers,Scheduled,2024-02-23 04:30:00,Complete,2024-02-22 04:30:00,2024-02-22 04:30:00
80,All Contacts Cleanup,Invalid_Country_Code,Invalid_Country_Code,Ready,--,Complete,2023-01-23 20:26:00,2023-01-23 20:38:00
81,All Contacts Cleanup,Invalid_Mobile_Phone,"Invalid_Mobile_Phone_1
Invalid_Mobile_Phone_2
Invalid_Mobile_Phone_3",Scheduled,2024-02-22 11:15:00,Complete,2024-02-22 10:17:00,2024-02-22 10:17:00
82,OESP,January OESP,"Nashville_Opry_January_LY
Nashville_ACLRyman_January_LY
TNRegion_ACLRyman_January_LY
TNRegion_Opry_January_LY
National_Opry_January_LY
National_ACLRyman_January_LY",Paused Schedule,--,Complete,2024-01-16 15:07:00,2024-01-16 15:07:00
83,OESP,July OESP,"Nashville_Opry_July_LY
Nashville_ACLRyman_July_LY
TNRegion_ACLRyman_July_LY
TNRegion_Opry_July_LY
National_Opry_July_LY
National_ACLRyman_July_LY",Paused Schedule,--,,--,2023-04-25 13:49:00
84,OESP,June OESP,"Nashville_Opry_June_LY
Nashville_ACLRyman_June_LY
TNRegion_ACLRyman_June_LY
TNRegion_Opry_June_LY
National_Opry_June_LY
National_ACLRyman_June_LY",Paused Schedule,--,,--,2023-04-25 13:47:00
